1	5.3000000000000000778e-05
1000001	9.9999999999999995475e-07
2000001	9.9999999999999995475e-07
3000001	0
4000001	0
5000001	9.9999999999999995475e-07
6000001	9.9999999999999995475e-07
7000001	0
8000001	9.9999999999999995475e-07
9000001	9.9999999999999995475e-07
10000001	9.9999999999999995475e-07
11000001	9.9999999999999995475e-07
12000001	9.9999999999999995475e-07
13000001	9.9999999999999995475e-07
14000001	9.9999999999999995475e-07
15000001	9.9999999999999995475e-07
16000001	9.9999999999999995475e-07
17000001	9.9999999999999995475e-07
18000001	9.9999999999999995475e-07
19000001	9.9999999999999995475e-07
20000001	9.9999999999999995475e-07
21000001	9.9999999999999995475e-07
22000001	9.9999999999999995475e-07
23000001	9.9999999999999995475e-07
24000001	9.9999999999999995475e-07
25000001	9.9999999999999995475e-07
26000001	9.9999999999999995475e-07
27000001	9.9999999999999995475e-07
28000001	9.9999999999999995475e-07
29000001	9.9999999999999995475e-07
30000001	9.9999999999999995475e-07
31000001	9.9999999999999995475e-07
32000001	9.9999999999999995475e-07
33000001	9.9999999999999995475e-07
34000001	9.9999999999999995475e-07
35000001	9.9999999999999995475e-07
36000001	9.9999999999999995475e-07
37000001	9.9999999999999995475e-07
38000001	9.9999999999999995475e-07
39000001	9.9999999999999995475e-07
40000001	9.9999999999999995475e-07
41000001	9.9999999999999995475e-07
42000001	9.9999999999999995475e-07
43000001	0
44000001	0
45000001	0
46000001	9.9999999999999995475e-07
47000001	9.9999999999999995475e-07
48000001	9.9999999999999995475e-07
49000001	9.9999999999999995475e-07
50000001	9.9999999999999995475e-07
51000001	9.9999999999999995475e-07
52000001	9.9999999999999995475e-07
53000001	9.9999999999999995475e-07
54000001	9.9999999999999995475e-07
55000001	9.9999999999999995475e-07
56000001	9.9999999999999995475e-07
57000001	0
58000001	9.9999999999999995475e-07
59000001	9.9999999999999995475e-07
60000001	9.9999999999999995475e-07
61000001	9.9999999999999995475e-07
62000001	9.9999999999999995475e-07
63000001	9.9999999999999995475e-07
64000001	9.9999999999999995475e-07
65000001	9.9999999999999995475e-07
66000001	9.9999999999999995475e-07
67000001	9.9999999999999995475e-07
68000001	9.9999999999999995475e-07
69000001	9.9999999999999995475e-07
70000001	9.9999999999999995475e-07
71000001	9.9999999999999995475e-07
72000001	9.9999999999999995475e-07
73000001	9.9999999999999995475e-07
74000001	9.9999999999999995475e-07
75000001	9.9999999999999995475e-07
76000001	9.9999999999999995475e-07
77000001	9.9999999999999995475e-07
78000001	9.9999999999999995475e-07
79000001	9.9999999999999995475e-07
80000001	9.9999999999999995475e-07
81000001	9.9999999999999995475e-07
82000001	9.9999999999999995475e-07
83000001	9.9999999999999995475e-07
84000001	9.9999999999999995475e-07
85000001	9.9999999999999995475e-07
86000001	9.9999999999999995475e-07
87000001	9.9999999999999995475e-07
88000001	9.9999999999999995475e-07
89000001	9.9999999999999995475e-07
90000001	9.9999999999999995475e-07
91000001	9.9999999999999995475e-07
92000001	9.9999999999999995475e-07
93000001	9.9999999999999995475e-07
94000001	9.9999999999999995475e-07
95000001	9.9999999999999995475e-07
96000001	9.9999999999999995475e-07
97000001	9.9999999999999995475e-07
98000001	9.9999999999999995475e-07
