0	1.400000019e-05
1	7.99999998e-06
2	7.99999998e-06
3	7.99999998e-06
4	1.499999962e-05
5	7.000000096e-06
6	7.000000096e-06
7	7.000000096e-06
8	7.000000096e-06
9	7.000000096e-06
10	7.000000096e-06
11	7.000000096e-06
12	7.000000096e-06
13	6.000000212e-06
14	7.000000096e-06
15	7.000000096e-06
16	6.000000212e-06
17	7.000000096e-06
18	7.000000096e-06
19	6.000000212e-06
20	7.000000096e-06
21	7.000000096e-06
22	6.000000212e-06
23	7.000000096e-06
24	7.000000096e-06
25	6.000000212e-06
26	7.000000096e-06
27	7.000000096e-06
28	6.000000212e-06
29	7.000000096e-06
30	7.000000096e-06
31	6.000000212e-06
32	7.000000096e-06
33	7.000000096e-06
34	7.000000096e-06
35	7.000000096e-06
36	7.000000096e-06
37	6.000000212e-06
38	7.000000096e-06
39	7.000000096e-06
40	7.000000096e-06
41	7.000000096e-06
42	7.000000096e-06
43	7.000000096e-06
44	7.000000096e-06
45	6.000000212e-06
46	7.000000096e-06
47	7.000000096e-06
48	7.000000096e-06
49	7.000000096e-06
0.0003590000051
